order_id,customer_id,order_date,region,product_id,sales,quantity,discount,shipping_cost,tax,profit,order_status,age,segment,income_level,category,sub_category
ORDER-488,CUST-191,2024-09-09 00:44:41.081081084,East,PROD-44,365.17,7,0.14,35.26,9.37,31.91,Shipped,56,Consumer,Medium,Office Supplies,Pens
ORDER-489,CUST-122,2024-09-09 13:09:54.594594596,West,PROD-33,300.71,8,0.15,35.7,0.9,106.02,Pending,37,Home Office,High,Technology,Phones
ORDER-490,CUST-116,2024-09-10 01:35:08.108108108,South,PROD-98,328.64,6,0.12,19.19,45.4,104.24,Cancelled,42,Home Office,Low,Office Supplies,Paper
ORDER-491,CUST-67,2024-09-10 14:00:21.621621624,North,PROD-63,244.85,9,0.26,10.99,1.56,-4.38,Shipped,46,Consumer,Medium,Office Supplies,Pens
ORDER-492,CUST-193,2024-09-11 02:25:35.135135136,West,PROD-93,311.71,3,0.27,33.46,37.97,134.44,Shipped,39,Home Office,Low,Furniture,Bookcases
ORDER-493,CUST-64,2024-09-11 14:50:48.648648648,North,PROD-83,171.22,4,0.18,10.77,26.8,68.51,Shipped,61,Consumer,Medium,Office Supplies,Binders
ORDER-494,CUST-164,2024-09-12 03:16:02.162162164,East,PROD-95,240.39,6,0.18,31.03,5.66,25.98,Cancelled,69,Corporate,High,Office Supplies,Paper
ORDER-495,CUST-71,2024-09-12 15:41:15.675675676,North,PROD-63,374.7,8,0.41,36.2,7.17,50.39,Delivered,58,Corporate,Low,Furniture,Bookcases
ORDER-496,CUST-197,2024-09-13 04:06:29.189189192,South,PROD-59,437.2,5,0.39,36.53,2.24,71.01,Shipped,43,Corporate,Low,Furniture,Tables
ORDER-497,CUST-200,2024-09-13 16:31:42.702702704,North,PROD-22,222.49,3,0.15,38.91,11.68,61.98,Delivered,54,Corporate,Medium,Furniture,Tables
ORDER-498,CUST-134,2024-09-14 04:56:56.216216216,South,PROD-94,31.39,6,0.46,44.28,22.77,47.28,Shipped,19,Consumer,Medium,Office Supplies,Paper
ORDER-499,CUST-125,2024-09-14 17:22:09.729729732,West,PROD-46,89.22,4,0.48,27.5,30.12,50.99,Shipped,63,Consumer,Medium,Office Supplies,Paper
ORDER-500,CUST-161,2024-09-15 05:47:23.243243244,West,PROD-22,20.22,9,0.16,37.86,43.62,-14.72,Shipped,64,Consumer,Low,Office Supplies,Binders
ORDER-501,CUST-62,2024-09-15 18:12:36.756756756,South,PROD-18,330.1,3,0.18,32.86,7.15,112.55,Shipped,66,Consumer,Low,Furniture,Bookcases
ORDER-502,CUST-71,2024-09-16 06:37:50.270270272,East,PROD-93,172.83,4,0.25,13.4,6.89,58.35,Shipped,58,Corporate,Low,Furniture,Chairs
ORDER-503,CUST-113,2024-09-16 19:03:03.783783784,East,PROD-70,275.81,7,0.47,6.16,9.55,-23.78,Delivered,43,Home Office,Medium,Office Supplies,Binders
ORDER-504,CUST-20,2024-09-17 07:28:17.297297300,East,PROD-63,251.71,7,0.44,17.8,2.7,103.23,Shipped,52,Consumer,Medium,Technology,Copiers
ORDER-505,CUST-183,2024-09-17 19:53:30.810810812,West,PROD-24,49.95,4,0.05,24.94,4.36,136.49,Delivered,51,Home Office,Medium,Furniture,Tables
ORDER-506,CUST-74,2024-09-18 08:18:44.324324324,West,PROD-70,207.6,6,0.2,32.77,1.29,139.46,Pending,46,Home Office,Low,Technology,Phones
ORDER-507,CUST-61,2024-09-18 20:43:57.837837840,East,PROD-83,118.07,3,0.28,43.25,10.8,23.8,Shipped,52,Consumer,Medium,Technology,Phones
ORDER-508,CUST-70,2024-09-19 09:09:11.351351352,North,PROD-8,215.02,6,0.25,13.83,20.37,-22.9,Delivered,52,Home Office,Low,Technology,Phones
ORDER-509,CUST-86,2024-09-19 21:34:24.864864864,East,PROD-68,109.75,2,0.1,10.65,29.62,53.68,Cancelled,35,Consumer,Medium,Technology,Copiers
ORDER-510,CUST-82,2024-09-20 09:59:38.378378380,North,PROD-5,421.82,8,0.43,48.36,23.58,-27.48,Shipped,49,Corporate,High,Office Supplies,Binders
ORDER-511,CUST-139,2024-09-20 22:24:51.891891892,East,PROD-10,95.35,2,0.34,9.86,5.3,136.8,Delivered,42,Consumer,Medium,Furniture,Tables
ORDER-512,CUST-21,2024-09-21 10:50:05.405405408,North,PROD-86,480.78,7,0.42,26.53,17.9,-13.28,Shipped,33,Corporate,Medium,Office Supplies,Paper
ORDER-513,CUST-36,2024-09-21 23:15:18.918918920,West,PROD-7,213.79,9,0.43,31.35,10.96,0.55,Shipped,65,Home Office,Low,Furniture,Chairs
ORDER-514,CUST-39,2024-09-22 11:40:32.432432432,East,PROD-98,424.66,1,0.37,29.36,7.61,31.33,Pending,39,Corporate,High,Office Supplies,Paper
ORDER-515,CUST-60,2024-09-23 00:05:45.945945948,East,PROD-1,318.09,8,0.22,8.87,18.01,26.63,Shipped,21,Consumer,Low,Technology,Accessories
ORDER-516,CUST-99,2024-09-23 12:30:59.459459460,South,PROD-53,370.32,7,0.31,7.57,0.63,108.93,Shipped,19,Consumer,Medium,Technology,Copiers
ORDER-517,CUST-178,2024-09-24 00:56:12.972972976,East,PROD-18,386.18,6,0.08,9.75,24.0,41.26,Shipped,26,Consumer,Medium,Office Supplies,Binders
ORDER-518,CUST-40,2024-09-24 13:21:26.486486488,North,PROD-81,257.37,6,0.34,31.35,1.54,-15.85,Delivered,39,Consumer,High,Office Supplies,Paper
ORDER-519,CUST-181,2024-09-25 01:46:40.000000000,South,PROD-30,276.22,6,0.09,29.5,6.74,3.44,Pending,18,Consumer,Medium,Technology,Copiers
ORDER-520,CUST-55,2024-09-25 14:11:53.513513516,East,PROD-9,261.86,9,0.35,15.52,13.75,51.82,Delivered,64,Corporate,Medium,Furniture,Chairs
ORDER-521,CUST-17,2024-09-26 02:37:07.027027028,East,PROD-91,298.15,2,0.11,33.7,15.3,-20.51,Shipped,63,Consumer,Medium,Furniture,Bookcases
ORDER-522,CUST-107,2024-09-26 15:02:20.540540540,West,PROD-20,24.4,1,0.06,41.9,24.54,72.33,Delivered,26,Consumer,Low,Office Supplies,Binders
ORDER-523,CUST-105,2024-09-27 03:27:34.054054056,South,PROD-2,203.8,6,0.08,6.87,3.79,63.15,Delivered,57,Home Office,Medium,Furniture,Bookcases
ORDER-524,CUST-85,2024-09-27 15:52:47.567567568,North,PROD-28,307.03,8,0.0,27.42,14.08,92.94,Shipped,20,Consumer,Medium,Office Supplies,Pens
ORDER-525,CUST-139,2024-09-28 04:18:01.081081084,East,PROD-65,302.88,3,0.36,36.02,4.41,137.54,Shipped,42,Consumer,Medium,Technology,Copiers
ORDER-526,CUST-120,2024-09-28 16:43:14.594594596,West,PROD-59,398.55,1,0.37,16.35,0.49,132.45,Delivered,53,Corporate,Medium,Furniture,Chairs
ORDER-527,CUST-107,2024-09-29 05:08:28.108108108,East,PROD-48,330.95,9,0.26,18.85,12.03,139.22,Delivered,26,Consumer,Low,Office Supplies,Binders
ORDER-528,CUST-16,2024-09-29 17:33:41.621621624,South,PROD-8,496.15,1,0.08,32.61,16.91,-1.06,Shipped,35,Consumer,Medium,Technology,Copiers
ORDER-529,CUST-53,2024-09-30 05:58:55.135135136,North,PROD-80,149.09,3,0.04,45.41,1.74,-23.69,Pending,50,Home Office,Medium,Furniture,Bookcases
ORDER-530,CUST-108,2024-09-30 18:24:08.648648648,West,PROD-82,185.98,8,0.01,41.45,6.73,10.46,Delivered,60,Corporate,Low,Office Supplies,Binders
ORDER-531,CUST-100,2024-10-01 06:49:22.162162164,East,PROD-86,198.09,3,0.08,31.24,2.47,129.02,Shipped,44,Consumer,Medium,Office Supplies,Pens
ORDER-532,CUST-198,2024-10-01 19:14:35.675675676,North,PROD-79,238.25,4,0.45,37.86,1.82,144.41,Delivered,33,Home Office,Low,Office Supplies,Paper
ORDER-533,CUST-150,2024-10-02 07:39:49.189189192,East,PROD-62,419.64,8,0.12,21.42,4.05,121.86,Shipped,25,Consumer,Low,Office Supplies,Binders
ORDER-534,CUST-179,2024-10-02 20:05:02.702702704,East,PROD-85,125.54,1,0.18,33.84,43.61,-28.0,Shipped,29,Home Office,Medium,Technology,Copiers
ORDER-535,CUST-6,2024-10-03 08:30:16.216216216,South,PROD-63,390.24,6,0.05,25.98,5.96,139.49,Delivered,53,Consumer,Medium,Office Supplies,Pens
ORDER-536,CUST-196,2024-10-03 20:55:29.729729732,South,PROD-3,208.6,1,0.11,13.55,12.03,34.67,Delivered,29,Consumer,Medium,Technology,Copiers
ORDER-537,CUST-148,2024-10-04 09:20:43.243243244,East,PROD-1,304.91,1,0.26,36.58,19.51,-48.14,Shipped,54,Corporate,Medium,Office Supplies,Pens
ORDER-538,CUST-98,2024-10-04 21:45:56.756756756,West,PROD-69,319.94,8,0.3,30.04,19.15,38.48,Delivered,40,Consumer,Low,Furniture,Bookcases
ORDER-539,CUST-123,2024-10-05 10:11:10.270270272,South,PROD-71,192.7,4,0.12,21.14,19.74,-40.79,Delivered,18,Consumer,Low,Technology,Phones
ORDER-540,CUST-2,2024-10-05 22:36:23.783783784,South,PROD-53,261.18,1,0.03,46.01,3.92,58.78,Delivered,69,Home Office,High,Technology,Phones
ORDER-541,CUST-91,2024-10-06 11:01:37.297297300,South,PROD-2,212.39,7,0.2,5.94,9.87,17.71,Pending,57,Consumer,Medium,Office Supplies,Pens
ORDER-542,CUST-77,2024-10-06 23:26:50.810810812,South,PROD-3,43.88,5,0.12,19.21,0.31,44.69,Delivered,48,Corporate,High,Furniture,Tables
ORDER-543,CUST-193,2024-10-07 11:52:04.324324324,North,PROD-68,224.21,5,0.11,7.56,22.53,72.63,Delivered,39,Home Office,Low,Furniture,Tables
ORDER-544,CUST-100,2024-10-08 00:17:17.837837840,East,PROD-93,57.72,1,0.48,39.49,21.75,123.76,Delivered,44,Consumer,Medium,Furniture,Bookcases
ORDER-545,CUST-108,2024-10-08 12:42:31.351351352,North,PROD-36,208.46,6,0.31,36.59,1.67,82.38,Delivered,60,Corporate,Low,Furniture,Chairs
ORDER-546,CUST-138,2024-10-09 01:07:44.864864868,North,PROD-69,300.53,9,0.28,19.91,16.5,36.81,Shipped,68,Corporate,Medium,Office Supplies,Binders
ORDER-547,CUST-192,2024-10-09 13:32:58.378378380,East,PROD-37,293.91,9,0.21,35.4,45.1,113.89,Delivered,22,Home Office,High,Furniture,Tables
ORDER-548,CUST-189,2024-10-10 01:58:11.891891892,South,PROD-3,334.68,8,0.21,22.82,2.38,131.12,Delivered,18,Corporate,Medium,Furniture,Bookcases
ORDER-549,CUST-140,2024-10-10 14:23:25.405405408,West,PROD-65,56.68,5,0.27,39.03,13.88,-26.05,Pending,39,Home Office,Medium,Furniture,Chairs
ORDER-550,CUST-155,2024-10-11 02:48:38.918918920,South,PROD-90,329.54,1,0.35,25.44,33.93,56.39,Delivered,21,Home Office,Medium,Technology,Phones
ORDER-551,CUST-57,2024-10-11 15:13:52.432432432,South,PROD-87,162.95,9,0.35,23.55,27.32,6.9,Shipped,22,Consumer,High,Furniture,Chairs
ORDER-552,CUST-125,2024-10-12 03:39:05.945945948,South,PROD-56,205.53,1,0.09,47.06,17.89,-40.59,Delivered,63,Consumer,Medium,Furniture,Chairs
ORDER-553,CUST-57,2024-10-12 16:04:19.459459460,South,PROD-23,430.41,8,0.25,16.29,7.32,83.71,Shipped,22,Consumer,High,Furniture,Tables
ORDER-554,CUST-70,2024-10-13 04:29:32.972972976,West,PROD-14,14.42,5,0.21,10.42,34.64,122.55,Delivered,52,Home Office,Low,Furniture,Tables
ORDER-555,CUST-112,2024-10-13 16:54:46.486486488,North,PROD-13,298.32,3,0.44,31.3,16.58,-17.42,Cancelled,59,Consumer,High,Office Supplies,Binders
ORDER-556,CUST-125,2024-10-14 05:20:00.000000000,West,PROD-68,303.37,7,0.32,48.62,2.48,112.48,Delivered,63,Consumer,Medium,Technology,Copiers
ORDER-557,CUST-8,2024-10-14 17:45:13.513513516,East,PROD-20,204.36,7,0.27,22.0,9.16,120.68,Cancelled,57,Home Office,Low,Furniture,Tables
ORDER-558,CUST-100,2024-10-15 06:10:27.027027028,South,PROD-31,126.14,9,0.06,7.79,9.21,132.87,Cancelled,44,Consumer,Medium,Office Supplies,Paper
ORDER-559,CUST-87,2024-10-15 18:35:40.540540540,West,PROD-25,124.99,7,0.3,20.27,12.23,3.06,Pending,42,Corporate,Medium,Furniture,Tables
ORDER-560,CUST-172,2024-10-16 07:00:54.054054056,East,PROD-80,443.02,3,0.06,27.77,0.16,130.79,Delivered,36,Consumer,Low,Technology,Accessories
ORDER-561,CUST-174,2024-10-16 19:26:07.567567568,West,PROD-68,226.59,1,0.17,12.29,17.79,14.13,Delivered,43,Consumer,Medium,Office Supplies,Binders
ORDER-562,CUST-104,2024-10-17 07:51:21.081081084,South,PROD-33,172.14,8,0.07,34.61,13.43,60.47,Delivered,34,Corporate,Medium,Furniture,Tables
ORDER-563,CUST-186,2024-10-17 20:16:34.594594596,South,PROD-46,229.9,3,0.35,49.9,2.16,-39.9,Shipped,42,Corporate,Low,Furniture,Chairs
ORDER-564,CUST-43,2024-10-18 08:41:48.108108108,East,PROD-35,338.0,8,0.1,25.33,18.42,-41.22,Cancelled,55,Consumer,Low,Furniture,Bookcases
ORDER-565,CUST-120,2024-10-18 21:07:01.621621624,West,PROD-51,81.42,8,0.2,20.96,17.51,94.07,Delivered,53,Corporate,Medium,Furniture,Bookcases
ORDER-566,CUST-33,2024-10-19 09:32:15.135135136,South,PROD-11,230.22,5,0.45,23.03,10.14,38.9,Delivered,20,Consumer,Low,Technology,Accessories
ORDER-567,CUST-160,2024-10-19 21:57:28.648648648,East,PROD-48,298.06,1,0.1,10.18,1.41,1.26,Pending,47,Corporate,Medium,Office Supplies,Paper
ORDER-568,CUST-137,2024-10-20 10:22:42.162162164,West,PROD-52,474.81,7,0.25,44.75,35.31,-11.92,Shipped,39,Corporate,Low,Furniture,Chairs
ORDER-569,CUST-7,2024-10-20 22:47:55.675675676,West,PROD-59,133.74,5,0.21,23.67,4.84,83.99,Delivered,55,Consumer,High,Furniture,Bookcases
ORDER-570,CUST-101,2024-10-21 11:13:09.189189192,East,PROD-73,186.03,8,0.01,22.43,2.66,-49.92,Pending,59,Consumer,Medium,Furniture,Chairs
ORDER-571,CUST-152,2024-10-21 23:38:22.702702704,West,PROD-32,195.89,9,0.4,34.69,41.09,111.18,Delivered,61,Consumer,Medium,Furniture,Bookcases
ORDER-572,CUST-145,2024-10-22 12:03:36.216216216,West,PROD-90,306.71,7,0.03,24.89,13.09,-34.15,Pending,23,Consumer,Medium,Technology,Accessories
ORDER-573,CUST-170,2024-10-23 00:28:49.729729732,South,PROD-29,184.8,7,0.24,34.17,14.28,-11.7,Delivered,36,Corporate,Medium,Office Supplies,Binders
ORDER-574,CUST-7,2024-10-23 12:54:03.243243244,South,PROD-39,271.42,1,0.28,7.77,2.71,27.25,Shipped,55,Consumer,High,Furniture,Bookcases
ORDER-575,CUST-22,2024-10-24 01:19:16.756756756,South,PROD-88,393.08,4,0.31,41.62,13.6,46.97,Delivered,58,Consumer,Low,Furniture,Bookcases
ORDER-576,CUST-165,2024-10-24 13:44:30.270270272,East,PROD-11,355.64,2,0.34,47.32,9.84,21.0,Delivered,33,Consumer,Medium,Technology,Copiers
ORDER-577,CUST-110,2024-10-25 02:09:43.783783784,North,PROD-84,228.72,2,0.13,34.19,3.5,14.14,Shipped,56,Consumer,Low,Furniture,Tables
ORDER-578,CUST-35,2024-10-25 14:34:57.297297300,West,PROD-84,433.47,2,0.0,47.96,6.0,142.78,Shipped,50,Home Office,Medium,Technology,Phones
ORDER-579,CUST-119,2024-10-26 03:00:10.810810812,East,PROD-98,283.49,4,0.36,11.81,1.26,78.32,Pending,24,Home Office,High,Technology,Copiers
ORDER-580,CUST-47,2024-10-26 15:25:24.324324324,North,PROD-5,274.55,1,0.27,26.48,21.78,-45.31,Delivered,25,Consumer,Medium,Technology,Accessories
ORDER-581,CUST-13,2024-10-27 03:50:37.837837840,North,PROD-12,26.75,4,0.42,32.08,14.13,36.04,Delivered,52,Home Office,High,Furniture,Chairs
ORDER-582,CUST-67,2024-10-27 16:15:51.351351352,East,PROD-52,493.48,2,0.41,31.18,7.5,125.0,Delivered,46,Consumer,Medium,Office Supplies,Pens
ORDER-583,CUST-98,2024-10-28 04:41:04.864864868,North,PROD-49,70.26,5,0.42,23.07,2.25,10.29,Delivered,40,Consumer,Low,Office Supplies,Binders
ORDER-584,CUST-84,2024-10-28 17:06:18.378378380,South,PROD-49,123.25,3,0.24,20.21,6.28,-31.09,Delivered,50,Consumer,Low,Furniture,Chairs
ORDER-585,CUST-55,2024-10-29 05:31:31.891891892,East,PROD-71,35.33,8,0.17,10.71,39.8,101.68,Shipped,64,Corporate,Medium,Furniture,Chairs
ORDER-586,CUST-117,2024-10-29 17:56:45.405405408,West,PROD-61,323.6,4,0.4,22.63,3.62,71.2,Pending,41,Home Office,Medium,Furniture,Bookcases
ORDER-587,CUST-84,2024-10-30 06:21:58.918918920,South,PROD-8,120.1,1,0.23,12.32,41.02,64.06,Shipped,50,Consumer,Low,Furniture,Chairs
ORDER-588,CUST-87,2024-10-30 18:47:12.432432432,West,PROD-82,98.21,1,0.09,38.05,13.86,-39.28,Cancelled,42,Corporate,Medium,Office Supplies,Pens
ORDER-589,CUST-195,2024-10-31 07:12:25.945945948,North,PROD-2,53.39,3,0.43,14.4,6.87,-21.9,Delivered,20,Consumer,Medium,Technology,Accessories
ORDER-590,CUST-98,2024-10-31 19:37:39.459459460,South,PROD-90,60.62,9,0.44,7.64,32.05,74.51,Shipped,40,Consumer,Low,Technology,Copiers
ORDER-591,CUST-72,2024-11-01 08:02:52.972972976,West,PROD-22,296.49,7,0.23,29.86,5.14,-8.44,Delivered,54,Consumer,Medium,Furniture,Tables
ORDER-592,CUST-193,2024-11-01 20:28:06.486486488,East,PROD-11,347.22,2,0.04,31.79,20.49,50.81,Delivered,39,Home Office,Low,Office Supplies,Binders
ORDER-593,CUST-108,2024-11-02 08:53:20.000000000,North,PROD-64,204.72,9,0.19,44.24,42.81,58.98,Delivered,60,Corporate,Low,Furniture,Bookcases
ORDER-594,CUST-65,2024-11-02 21:18:33.513513516,West,PROD-56,245.15,2,0.4,30.96,1.11,6.7,Pending,45,Consumer,Low,Technology,Phones
ORDER-595,CUST-21,2024-11-03 09:43:47.027027028,North,PROD-83,346.12,3,0.45,20.55,4.68,139.69,Pending,33,Corporate,Medium,Technology,Accessories
ORDER-596,CUST-121,2024-11-03 22:09:00.540540540,West,PROD-43,18.52,2,0.1,41.14,16.68,118.49,Delivered,62,Home Office,High,Office Supplies,Paper
ORDER-597,CUST-5,2024-11-04 10:34:14.054054056,East,PROD-73,168.33,3,0.03,29.31,2.25,94.47,Cancelled,25,Consumer,Low,Technology,Accessories
ORDER-598,CUST-192,2024-11-04 22:59:27.567567568,South,PROD-13,486.82,6,0.44,8.57,3.7,-34.4,Delivered,22,Home Office,High,Technology,Phones
ORDER-599,CUST-139,2024-11-05 11:24:41.081081084,West,PROD-68,294.25,9,0.19,30.46,1.87,-28.77,Pending,42,Consumer,Medium,Office Supplies,Paper
ORDER-600,CUST-14,2024-11-05 23:49:54.594594596,North,PROD-6,134.57,9,0.27,45.86,0.36,48.56,Shipped,42,Consumer,Low,Furniture,Bookcases
ORDER-601,CUST-90,2024-11-06 12:15:08.108108108,East,PROD-30,265.65,7,0.48,22.83,33.72,-17.86,Delivered,20,Consumer,Medium,Technology,Phones
ORDER-602,CUST-58,2024-11-07 00:40:21.621621624,South,PROD-28,177.9,3,0.03,18.33,5.94,145.65,Delivered,65,Consumer,Low,Furniture,Tables
ORDER-603,CUST-167,2024-11-07 13:05:35.135135136,North,PROD-89,270.8,4,0.32,11.46,8.49,-18.3,Delivered,67,Consumer,Medium,Furniture,Chairs
ORDER-604,CUST-18,2024-11-08 01:30:48.648648648,East,PROD-73,71.61,6,0.04,11.82,3.08,47.49,Delivered,35,Corporate,Medium,Technology,Phones
ORDER-605,CUST-200,2024-11-08 13:56:02.162162164,North,PROD-61,75.03,5,0.19,24.47,15.64,22.82,Pending,54,Corporate,Medium,Furniture,Chairs
ORDER-606,CUST-167,2024-11-09 02:21:15.675675676,East,PROD-35,80.34,2,0.4,31.81,0.44,77.88,Delivered,67,Consumer,Medium,Furniture,Tables
ORDER-607,CUST-11,2024-11-09 14:46:29.189189192,South,PROD-6,470.51,6,0.22,8.63,30.84,-24.19,Delivered,65,Consumer,Medium,Technology,Copiers
ORDER-608,CUST-194,2024-11-10 03:11:42.702702704,South,PROD-10,369.12,3,0.5,47.28,0.24,36.06,Shipped,46,Corporate,Medium,Furniture,Bookcases
ORDER-609,CUST-8,2024-11-10 15:36:56.216216216,North,PROD-88,89.57,8,0.28,38.98,18.88,4.94,Delivered,57,Home Office,Low,Furniture,Chairs
ORDER-610,CUST-64,2024-11-11 04:02:09.729729732,East,PROD-36,102.29,2,0.16,31.4,34.94,127.55,Shipped,61,Consumer,Medium,Furniture,Bookcases
ORDER-611,CUST-52,2024-11-11 16:27:23.243243244,West,PROD-70,368.11,1,0.11,42.28,8.54,-41.88,Pending,47,Corporate,High,Furniture,Chairs
ORDER-612,CUST-6,2024-11-12 04:52:36.756756760,South,PROD-73,86.52,9,0.18,8.61,12.16,132.75,Shipped,53,Consumer,Medium,Furniture,Chairs
ORDER-613,CUST-160,2024-11-12 17:17:50.270270272,West,PROD-85,124.94,3,0.19,26.46,9.27,116.6,Shipped,47,Corporate,Medium,Technology,Accessories
ORDER-614,CUST-40,2024-11-13 05:43:03.783783784,West,PROD-5,482.04,1,0.03,33.35,7.39,9.51,Shipped,39,Consumer,High,Furniture,Bookcases
ORDER-615,CUST-62,2024-11-13 18:08:17.297297300,North,PROD-23,135.1,7,0.18,42.29,23.76,107.86,Delivered,66,Consumer,Low,Furniture,Bookcases
ORDER-616,CUST-33,2024-11-14 06:33:30.810810812,North,PROD-41,334.2,5,0.23,40.26,36.32,-43.76,Delivered,20,Consumer,Low,Office Supplies,Binders
ORDER-617,CUST-122,2024-11-14 18:58:44.324324324,North,PROD-3,489.53,5,0.36,17.47,6.29,143.37,Delivered,37,Home Office,High,Office Supplies,Paper
ORDER-618,CUST-172,2024-11-15 07:23:57.837837840,East,PROD-27,193.41,1,0.33,47.34,16.42,55.32,Shipped,36,Consumer,Low,Office Supplies,Pens
ORDER-619,CUST-30,2024-11-15 19:49:11.351351352,South,PROD-76,18.58,9,0.35,10.6,31.39,10.66,Pending,37,Consumer,High,Office Supplies,Pens
ORDER-620,CUST-145,2024-11-16 08:14:24.864864868,South,PROD-19,129.63,7,0.0,44.38,13.66,22.52,Delivered,23,Consumer,Medium,Furniture,Bookcases
ORDER-621,CUST-56,2024-11-16 20:39:38.378378380,West,PROD-97,417.13,8,0.11,48.69,7.43,-36.72,Shipped,50,Home Office,High,Technology,Phones
ORDER-622,CUST-120,2024-11-17 09:04:51.891891892,North,PROD-92,433.66,9,0.33,12.97,21.16,147.87,Shipped,53,Corporate,Medium,Furniture,Bookcases
ORDER-623,CUST-180,2024-11-17 21:30:05.405405408,East,PROD-51,386.57,6,0.24,37.49,10.16,-42.14,Delivered,18,Consumer,Low,Technology,Phones
ORDER-624,CUST-66,2024-11-18 09:55:18.918918920,South,PROD-10,65.42,5,0.0,6.81,28.08,80.98,Delivered,47,Corporate,Low,Furniture,Bookcases
ORDER-625,CUST-197,2024-11-18 22:20:32.432432432,East,PROD-39,399.8,6,0.4,23.24,4.68,38.55,Delivered,43,Corporate,Low,Technology,Phones
ORDER-626,CUST-95,2024-11-19 10:45:45.945945948,North,PROD-21,460.15,2,0.39,28.23,1.41,139.78,Delivered,49,Corporate,Low,Office Supplies,Pens
ORDER-627,CUST-43,2024-11-19 23:10:59.459459460,North,PROD-73,304.3,4,0.27,31.13,8.84,-0.8,Shipped,55,Consumer,Low,Office Supplies,Pens
ORDER-628,CUST-156,2024-11-20 11:36:12.972972976,South,PROD-31,471.03,3,0.03,47.12,7.24,56.42,Delivered,23,Consumer,Medium,Technology,Phones
ORDER-629,CUST-156,2024-11-21 00:01:26.486486488,West,PROD-73,415.15,7,0.38,35.25,11.23,46.47,Shipped,23,Consumer,Medium,Technology,Phones
ORDER-630,CUST-192,2024-11-21 12:26:40.000000000,West,PROD-50,336.82,9,0.29,26.66,18.59,90.57,Delivered,22,Home Office,High,Office Supplies,Binders
ORDER-631,CUST-184,2024-11-22 00:51:53.513513516,North,PROD-87,292.82,5,0.39,41.44,0.27,-36.4,Pending,49,Home Office,Low,Technology,Phones
ORDER-632,CUST-30,2024-11-22 13:17:07.027027028,North,PROD-70,180.8,6,0.38,47.77,6.06,-11.24,Delivered,37,Consumer,High,Furniture,Bookcases
ORDER-633,CUST-200,2024-11-23 01:42:20.540540540,West,PROD-43,88.05,2,0.4,5.99,3.93,-7.09,Shipped,54,Corporate,Medium,Furniture,Tables
ORDER-634,CUST-42,2024-11-23 14:07:34.054054056,North,PROD-50,306.43,3,0.26,49.21,3.25,97.63,Cancelled,47,Consumer,Medium,Furniture,Chairs
ORDER-635,CUST-80,2024-11-24 02:32:47.567567568,South,PROD-97,165.87,3,0.07,8.88,10.49,-12.17,Delivered,69,Consumer,High,Furniture,Chairs
ORDER-636,CUST-28,2024-11-24 14:58:01.081081084,South,PROD-95,434.55,9,0.34,41.65,1.83,64.7,Delivered,38,Corporate,Medium,Furniture,Chairs
ORDER-637,CUST-149,2024-11-25 03:23:14.594594596,East,PROD-18,496.74,7,0.31,17.62,0.74,-6.95,Delivered,50,Consumer,Low,Furniture,Bookcases
ORDER-638,CUST-7,2024-11-25 15:48:28.108108108,West,PROD-89,378.69,8,0.37,10.95,11.44,122.32,Delivered,55,Consumer,High,Furniture,Bookcases
ORDER-639,CUST-80,2024-11-26 04:13:41.621621624,North,PROD-93,54.34,9,0.08,24.79,2.38,138.44,Delivered,69,Consumer,High,Furniture,Bookcases
ORDER-640,CUST-148,2024-11-26 16:38:55.135135136,East,PROD-11,151.46,6,0.1,33.98,7.86,53.7,Delivered,54,Corporate,Medium,Furniture,Tables
ORDER-641,CUST-174,2024-11-27 05:04:08.648648648,South,PROD-65,63.46,4,0.45,22.14,12.48,20.46,Delivered,43,Consumer,Medium,Furniture,Chairs
ORDER-642,CUST-97,2024-11-27 17:29:22.162162164,West,PROD-96,328.75,1,0.37,7.46,35.42,-3.19,Delivered,39,Corporate,Low,Office Supplies,Paper
ORDER-643,CUST-102,2024-11-28 05:54:35.675675676,South,PROD-45,384.94,8,0.45,31.98,3.1,-40.04,Cancelled,19,Corporate,High,Technology,Accessories
ORDER-644,CUST-184,2024-11-28 18:19:49.189189192,North,PROD-7,463.58,7,0.38,45.61,5.88,3.7,Delivered,49,Home Office,Low,Furniture,Tables
ORDER-645,CUST-51,2024-11-29 06:45:02.702702704,East,PROD-13,224.7,2,0.3,22.24,21.44,80.85,Delivered,38,Home Office,Low,Technology,Accessories
ORDER-646,CUST-20,2024-11-29 19:10:16.216216216,North,PROD-56,451.67,8,0.33,14.73,0.09,56.72,Delivered,52,Consumer,Medium,Furniture,Tables
ORDER-647,CUST-152,2024-11-30 07:35:29.729729732,North,PROD-30,440.17,5,0.44,24.92,10.64,138.81,Delivered,61,Consumer,Medium,Furniture,Bookcases
ORDER-648,CUST-177,2024-11-30 20:00:43.243243244,West,PROD-10,165.43,7,0.29,7.18,30.93,29.26,Delivered,40,Corporate,Low,Furniture,Chairs
ORDER-649,CUST-161,2024-12-01 08:25:56.756756760,West,PROD-44,435.76,4,0.32,41.92,3.0,88.77,Shipped,64,Consumer,Low,Furniture,Bookcases
ORDER-650,CUST-63,2024-12-01 20:51:10.270270272,North,PROD-78,194.08,5,0.08,42.19,6.68,47.86,Delivered,34,Home Office,Medium,Technology,Accessories
